ref_no|name|pointx_class|feature_easting|feature_northing|pos_accuracy|uprn|topo_toid|topo_toid_version|itn_easting|itn_northing|itn_toid|itn_toid_version|distance|address_detail|street_name|locality|geographic_county|postcode|verified_address|admin_boundary|telephone_number|url|brand|qualifier_type|qualifier_data|provenance|supply_date
17134532|St Columba's Church|06340459|283219|655118|1||0001000036093864|6|283230.8|655131.1|5000005131832650|1|17.7||||Strathclyde|ML2|N|North Lanarkshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17125717|Free Church|06340459|289517|957801|1||0001000038713963|4|289502.5|957802.3|4000000003338119|9|14.5||||Highland|KW13|N|Highland||||Religion|Other (Christian)|Ordnance Survey|2015-12-01
18390644|Kingdom Hall|06340459|305767|666250|1||0001000036315258|3|305752.1|666235|4000000006233372|5|21.1||||Lothian|EH54|N|West Lothian||||Religion|Jehovah's Witnesses (Christian)|Ordnance Survey|2015-12-01
18123108|Trinity Chapel|06340459|298108|631122|1||0001000036254826|5|298100|631141.1|4000000005131837|9|20.7||||Strathclyde|ML12|N|South Lanarkshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
18214916|Gospel Hall|06340459|243146|671408|1||0001000040097113|4|243157.8|671425.8|4000000005091327|8|21.3||||Strathclyde|PA7|N|Renfrewshire||||Religion|Other (Christian)|Ordnance Survey|2015-12-01
18151903|Kingdom Hall|06340459|152182|832137|1||0001000038766137|4|152196.4|832165.1|4000000003442053|6|31.6||||Inner Hebrides|IV48|N|Highland||||Religion|Jehovah's Witnesses (Christian)|Ordnance Survey|2015-12-01
18118525|Chapel (Private)|06340459|375069|807890|1||0001000039045333|4|375074.9|807920.5|4000000003775351|9|31.1||||Grampian|AB32|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
49138361|Church|06340459|283820|877324|1||0001000042566230|7|283833.1|877301.4|4000000003522170|10|26.1||||Highland|IV20|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
18120926|The Salvation Army|06340459|227750|675973|1||0001000039855475|5|227754.2|675992.1|4000000005092233|6|19.5||||Strathclyde|PA15|N|Inverclyde||www.salvationarmy.org.uk|The Salvation Army|Religion|Salvation Army (Christian)|Ordnance Survey|2015-12-01
20288860|Fearn Parish Church and Remains of Abbey (Premonstratensian)|06340459|283737|877290|1||0001000038876874|6|283792.1|877269|4000000003522170|10|59||||Highland|IV20|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289467|Church|06340459|269141|657252|1||0001000040889508|5|269111.9|657254.5|4000000005117677|7|29.3||||Strathclyde|G72|N|South Lanarkshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
18660921|The Salvation Army|06340459|273793|660345|1||0001000040967345|2|273779.3|660343.8|4000000005171921|5|13.8||||Strathclyde|ML4|N|North Lanarkshire||www.salvationarmy.org.uk|The Salvation Army|Religion|Salvation Army (Christian)|Ordnance Survey|2015-12-01
18658264|Synagogue|06340459|257607|658231|1||5000005126255534|1|257606.2|658205.1|4000000005114032|6|25.9||||Strathclyde|G76|N|East Renfrewshire||||Religion|Judaism|Ordnance Survey|2015-12-01
20133544|Chapel|06340459|267691|661910|1||0001000040593349|3|267698|661927.6|5000005154331029|1|19||||Strathclyde|G71|N|Glasgow City||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133572|Chapel|06340459|328487|730803|1||0001000039456723|3|328502.6|730810.9|4000000004481061|10|17.5||||Tayside|PH14|N|Perth and Kinross||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20135698|Franciscan Convent|06340459|226644|677267|1||0001000039849727|4|226624|677277.5|4000000005356713|2|22.6||||Strathclyde|PA16|N|Inverclyde||||Religion|Roman Catholic (Christian)|Ordnance Survey|2015-12-01
20129633|Place of Worship|06340459|279167|643652|1||1000000297614780|5|279179.9|643645.3|4000000005119591|9|14.5||||Strathclyde|ML11|N|South Lanarkshire||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
20133527|Chapel|06340459|314654|685351|1||0001000036407363|4|314768|685415|4000000006245798|5|130.7||||Fife|KY11|N|Fife||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133526|Chapel|06340459|316840|685954|2||Not Assigned|0|316839.7|685969.5|4000000006351120|6|15.5||||Fife|KY3|N|Fife||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133508|Chapel|06340459|267738|661896|1||0001000040593344|2|267740.2|661915.5|5000005154331029|1|19.6||||Strathclyde|G71|N|Glasgow City||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133529|Chapel|06340459|317348|669403|1||0001000036431079|6|317374.5|669423.6|4000000006238909|8|33.6||||Lothian|EH14|N|City of Edinburgh||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133583|St Mungo's Chapel (Restored)|06340459|293018|708956|1||0001000039332197|3|293029.3|708961|4000000004293925|10|12.3||||Tayside|PH3|N|Perth and Kinross||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20136061|Ebenezer Hall|06340459|235598|638403|1||0001000039982471|2|235589.1|638423.6|4000000005401215|1|22.5||||Strathclyde|KA11|N|North Ayrshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133503|Chapel|06340459|250240|662765|1||1000000312136551|7|250213.5|662773.1|5000005137091685|1|27.7||||Strathclyde|PA2|N|Renfrewshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20129605|Abingdon Hall (Place of Worship)|06340459|255926|666631|1||0001000040319724|2|255906.1|666631.2|4000000005145934|9|19.9||||Strathclyde|G11|N|Glasgow City||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
20136057|Ebenezer|06340459|152953|963461|1||0001000038701365|5|152984.3|963476.2|4000000003305129|6|34.8||||Outer Hebrides|HS2|N|Na h-Eileanan an Iar||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20129617|Mission Hall|06340459|256479|663692|1||0001000040355985|2|256528|663690|4000000005153873|6|49||||Strathclyde|G41|N|Glasgow City||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20129693|University Chaplaincy Centre|06340459|325891|673219|1||0001000036564163|8|325873.2|673234.6|4000000006262445|7|23.7||||Lothian|EH8|N|City of Edinburgh||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133658|Chapel|06340459|347157|669812|1||0001000036750983|4|347301.3|669934|4000000006392954|1|189||||Lothian|EH34|N|East Lothian||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133657|Chapel|06340459|353246|681288|2||Not Assigned|0|353191.5|681373.1|4000000006292461|9|101.1||||Lothian|EH39|N|East Lothian||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133679|Chapel|06340459|297962|568058|1||0001000031520378|4|297937.7|568050.9|5000005134839885|1|25.3||||Dumfries and Galloway|DG2|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
18390817|Kingdom Hall|06340459|334452|665663|1||0001000036697254|2|334439.5|665675.5|4000000006257104|5|17.7||||Lothian|EH22|N|Midlothian||||Religion|Jehovah's Witnesses (Christian)|Ordnance Survey|2015-12-01
20133555|Chapel (Restored)|06340459|98069|886600|1||0001000038756407|2|99782.9|887810.9|4000000003422712|8|2098.5||||Outer Hebrides|HS5|N|Na h-Eileanan an Iar||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133574|Chapel|06340459|326331|728150|1||0001000039444394|4|326339.1|728127.1|4000000004480796|13|24.3||||Tayside|PH14|N|Perth and Kinross||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20189089|St Aidan's Church (Private)|06340459|322044|869959|1||0001000038939028|3|322045.4|870007.2|4000000003820991|7|48.2||||Grampian|IV31|N|Moray||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20189090|St Agnes's Church (Private)|06340459|211176|543648|1||0001000036935743|3|211183|543633.3|4000000006875519|9|16.3||||Dumfries and Galloway|DG9|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289699|West Church|06340459|351185|673884|1||0001000036777560|3|351184.6|673868.9|4000000006291320|7|15.1||||Lothian|EH41|N|East Lothian||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289727|Church|06340459|391722|667369|1||0001000036856555|4|391730.6|667414.8|4000000006294906|6|46.6||||Scottish Borders|TD14|N|Scottish Borders||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17177031|St John's Church|06340459|308675|605208|1||0001000036341193|5|308692.7|605204.3|4000000006226779|7|18.1||||Dumfries and Galloway|DG10|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289227|Church|06340459|330225|714153|1||0001000039464521|4|330219|714173|4000000004478843|7|20.9||||Fife|KY15|N|Fife||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289596|Church|06340459|292041|696985|1||0001000036206049|8|292036.4|696960.8|4000000005198040|5|24.7||||Central|FK13|N|Clackmannanshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288878|Church|06340459|328976|845132|1||0001000038951122|4|328967.9|845141.5|4000000003770204|6|12.5||||Grampian|AB38|N|Moray||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289375|Church|06340459|248056|605993|1||0001000040147549|3|248045|605991.7|4000000005099420|5|11.1||||Strathclyde|KA6|N|East Ayrshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17131518|Broomlands and Bourtreehill Baptist Church|06340459|234648|638584|1||0001000039954194|5|234654.7|638607|4000000005079808|7|23.9||||Strathclyde|KA11|N|North Ayrshire||||Religion|Baptist (Christian)|Ordnance Survey|2015-12-01
17132976|St George's Episcopal Church|06340459|256747|668971|1||1000002038626355|1|256757|668951|4000000005161523|5|22.4||||Strathclyde|G20|N|Glasgow City||||Religion|Scottish Episcopal (Christian)|Ordnance Survey|2015-12-01
17134528|Bonkle Church|06340459|283713|657024|1||0001000036094507|4|283699.8|657002.7|4000000005131163|12|25||||Strathclyde|ML2|N|North Lanarkshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289651|Church|06340459|327631|674265|1||5000005106734143|1|327628|674289|4000000006266176|8|24.2||||Lothian|EH7|N|City of Edinburgh||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289416|Church|06340459|250570|621126|1||0001000040182379|3|250580.6|621110.3|4000000005100408|6|18.9||||Strathclyde|KA18|N|East Ayrshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133578|Chapel|06340459|307139|740061|1||0001000039352667|3|307207.2|739888.2|4000000004489029|8|185.8||||Tayside|PH1|N|Perth and Kinross||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20135693|Greyfriars' Convent of Mercy|06340459|321939|862732|1||0001000038927852|3|321924.8|862776.1|4000000003792301|10|46.3||||Grampian|IV30|N|Moray||||Religion|Roman Catholic (Christian)|Ordnance Survey|2015-12-01
20133661|Chapel|06340459|339449|664274|1||0001000036722317|3|339434.7|664255.2|4000000006258206|6|23.7||||Lothian|EH37|N|Midlothian||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288799|Church|06340459|182091|885268|1||0001000038773586|3|182103.1|885268.5|4000000003445771|8|12.1||||Highland|IV22|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289365|Church|06340459|235013|654104|1||0001000039985223|5|235011.8|654087.2|4000000005086066|6|16.9||||Strathclyde|KA15|N|North Ayrshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17125676|Durness Church|06340459|240422|966929|1||0001000038706521|4|240411.2|966937.3|4000000003339392|9|13.6||||Highland|IV27|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17133070|St Pius X R C Church|06340459|252294|671472|1||0001000040239575|3|252310.1|671485.2|4000000005148295|5|20.8||||Strathclyde|G15|N|Glasgow City||||Religion|Roman Catholic (Christian)|Ordnance Survey|2015-12-01
20289364|Church|06340459|234907|654144|1||0001000039960470|4|234912.1|654171.9|4000000005085929|5|28.4||||Strathclyde|KA15|N|North Ayrshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289597|Church|06340459|308593|605271|1||0001000042632118|4|308596.4|605258.3|4000000006226844|7|13.2||||Dumfries and Galloway|DG10|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288791|Church|06340459|184510|810454|1||0001000038774138|5|184496.1|810436.2|4000000003452315|1|22.6||||Highland|IV40|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17127491|Ythanwells Parish Church|06340459|363361|838359|1||0001000039015627|4|363384.8|838356.2|4000000003762668|7|23.9||||Grampian|AB54|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20257652|Place of Worship|06340459|349786|736096|1||0001000039631131|4|349787.5|736110.1|5000005113979643|1|14.1||||Tayside|DD5|N|Angus||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
20288840|Church|06340459|276027|856658|1||0001000038864110|4|276342.3|856599.1|4000000003557134|2|320.8||||Highland|IV2|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288648|Church|06340459|447474|1141187|1||0001000038649543|3|447457.8|1141182.9|4000000003220815|6|16.7||||Shetland|ZE1|N|Shetland Islands||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289232|Church|06340459|337892|723915|1||0001000039502618|4|337888.3|723923.1|4000000004481293|6|9||||Fife|DD6|N|Fife||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288910|Church|06340459|370792|864671|2||Not Assigned|0|370777.7|864653.8|4000000003790820|6|22.4||||Grampian|AB44|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133570|Chapel On Site of Church|06340459|299540|718683|1||0001000039341489|5|299729.3|718719.5|4000000004295694|9|192.8||||Tayside|PH3|N|Perth and Kinross||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133687|Chapel|06340459|268480|555662|1||0001000031468213|4|268453.2|555658.3|4000000006874874|11|27||||Dumfries and Galloway|DG6|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20257688|Place of Worship (Private)|06340459|235516|653626|1||0001000039984453|4|235539.6|653625.2|5000005125428585|1|23.6||||Strathclyde|KA15|N|North Ayrshire||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
20288853|Church|06340459|289590|812988|1||0001000038887057|7|289590.9|812975.6|4000000003541854|3|12.5||||Highland|PH22|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288887|Church|06340459|322689|870639|1||0001000038939663|3|322679.1|870649.3|4000000003768624|5|14.3||||Grampian|IV31|N|Moray||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289223|Church|06340459|334555|700593|1||0001000039472288|7|334572.3|700604.1|4000000004470722|5|20.6||||Fife|KY8|N|Fife||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133542|Chapel|06340459|288097|605449|1||0001000036142145|5|288089.4|605449.4|4000000005099863|6|7.6||||Dumfries and Galloway|DG3|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133685|Chapel (Private)|06340459|279648|590424|1||0001000031479755|4|279646.3|590375.4|4000000006890572|7|48.7||||Dumfries and Galloway|DG3|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133549|Chapel|06340459|329230|807828|1||0001000038924707|3|329244.2|807837.1|4000000003863079|2|16.9||||Grampian|AB36|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133553|Chapel|06340459|127087|805221|1||1000000384908062|2|127087.6|805211.6|4000000003451951|1|9.4||||Inner Hebrides|PH44|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20257590|Place of Worship|06340459|290622|822668|1||0001000038889982|5|290621.9|822675.5|5000005155444045|1|7.5||||Highland|PH23|N|Highland||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
17126378|Urquhart Free Church|06340459|257416|856921|1||0001000038803926|5|257430.7|856905.8|4000000003513678|10|21.2||||Highland|IV7|N|Highland||||Religion|Other (Christian)|Ordnance Survey|2015-12-01
17133030|Priesthill Church|06340459|251980|660236|1||0001000040204572|4|252035|660227|4000000005136916|9|55.7||||Strathclyde|G53|N|Glasgow City||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17127515|Forglen United Free Church|06340459|366799|851762|1||0001000039020636|4|366804.3|851790.7|4000000003763047|8|29.2||||Grampian|AB53|N|Aberdeenshire||||Religion|Other (Christian)|Ordnance Survey|2015-12-01
20129678|Place of Worship|06340459|306861|668755|1||1000002008064492|5|306864.6|668742.3|4000000006235963|8|13.2||||Lothian|EH54|N|West Lothian||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
20133659|Chapel|06340459|336917|673248|1||0001000036714098|4|336922.4|673240.3|4000000006268145|7|9.4||||Lothian|EH21|N|East Lothian||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289358|Church|06340459|230226|643218|1||0001000039882474|2|230213.5|643256.4|4000000005412822|3|40.4||||Strathclyde|KA13|N|North Ayrshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289848|Kirtle-Eaglesfield Church|06340459|323337|574331|1||0001000031676707|8|323319.1|574365.2|4000000007126561|8|38.6||||Dumfries and Galloway|DG11|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133565|Chapel|06340459|446968|1141011|1||0001000038646692|4|446949.8|1140974.6|4000000003220001|7|40.7||||Shetland|ZE1|N|Shetland Islands||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289697|Lilliesleaf Kirk|06340459|353915|625311|1||0001000036783648|4|353904.5|625368.1|4000000006281934|12|58||||Scottish Borders|TD6|N|Scottish Borders||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20129717|Place of Worship|06340459|393956|664294|1||0001000036860967|4|393925.9|664290.2|4000000006350157|11|30.4||||Scottish Borders|TD14|N|Scottish Borders||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
20133660|Chapel|06340459|334808|672884|1||0001000036700911|3|334855.9|672831.1|4000000006267909|6|71.3||||Lothian|EH21|N|East Lothian||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20129709|Place of Worship|06340459|347052|628619|1||0001000036748955|6|347060.4|628630|4000000006349751|6|13.8||||Scottish Borders|TD7|N|Scottish Borders||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
20129702|Place of Worship|06340459|339581|664145|1||0001000036722433|4|339604.4|664161.6|4000000006258147|7|28.7||||Lothian|EH37|N|Midlothian||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
17129078|St Mary's Church|06340459|288647|750640|2||Not Assigned|0|288674.7|750533.7|5000005151651898|1|109.9||||Tayside|PH15|N|Perth and Kinross||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17130720|Southend Parish Church|06340459|169854|609466|1||0001000039758445|6|169835.9|609477.3|4000000004872248|4|21.4||||Strathclyde|PA28|N|Argyll and Bute||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17176241|Pluscarden Church|06340459|314941|857319|1||0001000038915908|4|314946.2|857346.3|4000000003774478|9|27.8||||Grampian|IV30|N|Moray||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20189194|Place of Worship|06340459|336361|950451|2||Not Assigned|0|336356.5|950442.1|4000000003381699|3|10||||Highland|KW1|N|Highland||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
20257624|Place of Worship|06340459|218387|761852|1||0001000039292050|3|218387.3|761842|4000000004300195|7|10||||Highland|PH50|N|Highland||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
17129624|Cults Parish Church|06340459|334694|709894|1||0001000039473928|4|334652.1|709868.5|4000000004472046|8|49.1||||Fife|KY15|N|Fife||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17137035|Church of Christ|06340459|330042|699601|2||Not Assigned|0|330036.3|699623.5|4000000006279268|6|23.2||||Fife|KY7|N|Fife||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17130553|Garvock Church|06340459|374449|770480|1||0001000039727053|3|374466.9|770494.6|4000000004506148|7|23.1||||Grampian|AB30|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20189197|Place of Worship|06340459|180186|833241|1||1000000385109040|1|180196.1|833246.9|4000000003445439|9|11.7||||Highland|IV52|N|Highland||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
17133982|St Ignatius' Roman Catholic Church|06340459|279944|655119|1||0001000040829104|3|279928.3|655135.5|4000000005128521|5|22.8||||Strathclyde|ML2|N|North Lanarkshire||||Religion|Roman Catholic (Christian)|Ordnance Survey|2015-12-01
20257693|Place of Worship|06340459|243575|637752|1||0001000040081039|4|243587.7|637744.6|4000000005081243|5|14.7||||Strathclyde|KA3|N|East Ayrshire||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
17131943|Tarbolton Church|06340459|243035|627180|1||0001000040076332|4|243043.4|627209.9|4000000005072662|6|31||||Strathclyde|KA5|N|South Ayrshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20129623|Place of Worship|06340459|261765|613238|1||0001000040455487|4|261762|613227|4000000005342205|4|11.4||||Strathclyde|KA18|N|East Ayrshire||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
20133688|Chapel|06340459|256877|553427|1||0001000031459778|3|256851.4|553423.1|5000005109967249|1|25.8||||Dumfries and Galloway|DG7|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20189195|Place of Worship|06340459|134938|853052|1||0001000038760891|3|134948.4|853072.1|5000005113448830|1|22.6||||Inner Hebrides|IV51|N|Highland||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
17132522|St Ninian's Parish Church|06340459|257831|618740|1||0001000040367348|4|257838.1|618713.3|4000000005101034|8|27.6||||Strathclyde|KA18|N|East Ayrshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17176194|Old Church of Kincardine|06340459|260544|889435|1||0001000038807758|5|260556.5|889442.8|5000005110029855|2|14.7||||Highland|IV24|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20257626|Place of Worship|06340459|211223|776127|1||1000000296001754|1|211206.1|776111.1|4000000004300348|7|23.2||||Highland|PH33|N|Highland||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
18117680|Tweedmouth Memorial Chapel|06340459|266312|844461|1||0001000038830129|3|266313.7|844446.6|4000000003542511|5|14.5||||Highland|IV3|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
18122105|St Oswald's Chapel|06340459|272717|641963|2||Not Assigned|0|272736.3|641893.7|4000000005065946|8|71.9||||Strathclyde|ML10|N|South Lanarkshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289411|Church|06340459|255034|622518|1||0001000040305578|4|255042.6|622543.4|4000000005101941|7|26.8||||Strathclyde|KA18|N|East Ayrshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289700|St Andrew's Church|06340459|359216|677187|1||0001000036804227|9|359224.8|677204.2|4000000006293190|9|19.3||||Lothian|EH40|N|East Lothian||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289719|Church|06340459|381014|665607|1||0001000036843230|4|381018.2|665582.9|4000000006294062|7|24.4||||Scottish Borders|TD11|N|Scottish Borders||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288698|Church|06340459|204336|930095|1||0001000038704175|4|204344.5|930083.4|4000000003343373|2|14.4||||Highland|IV27|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288754|Church|06340459|115297|893002|1||5000005117955989|1|115342.1|892963.1|4000000003441167|6|59.5||||Outer Hebrides|HS3|N|Na h-Eileanan an Iar||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288756|Church|06340459|127796|845052|1||0001000038760011|4|127786.7|845041.6|5000005112206930|1|13.9||||Inner Hebrides|IV55|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17176365|St Peter's Church|06340459|399494|866710|1||0001000039229387|6|399475.1|866708.5|4000000003781220|8|18.9||||Grampian|AB43|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17126535|Old Church of Rosskeen|06340459|268840|869250|1||0001000038846367|5|268866|869233|4000000003537719|7|31.1||||Highland|IV18|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
18118633|Michael Chapel|06340459|388141|801877|1||0001000039092249|4|388107.6|801964|4000000003783514|10|93.1||||Grampian|AB15|N|Aberdeen City||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289286|Church|06340459|362520|765381|1||5000005101099515|2|362516|765364.6|5000005101100298|1|16.9||||Tayside|DD9|N|Angus||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288811|Church|06340459|233689|814768|1||0001000038782202|3|233696.8|814736.2|4000000003523162|6|32.7||||Highland|IV63|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288883|Greyfriars' Church (Restored)|06340459|321932|862753|1||0001000038927851|3|321924.6|862776|4000000003792301|10|24.2||||Grampian|IV30|N|Moray||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289444|Church|06340459|257311|665730|1||0001000040391734|6|257315|665711.2|4000000005154472|5|19.2||||Strathclyde|G3|N|Glasgow City||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289262|Church|06340459|345975|730993|1||0001000039593336|6|345968.2|730967.9|4000000004496633|7|26||||Tayside|DD5|N|Dundee City||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289282|Church|06340459|367841|744195|1||0001000039704937|4|367851|744185|4000000004500704|8|14.1||||Tayside|DD11|N|Angus||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289513|Church|06340459|275876|665500|1||0001000041009740|7|275860.2|665531.6|4000000005175988|5|35.3||||Strathclyde|ML6|N|North Lanarkshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288746|Church|06340459|117628|849616|1||0001000038757950|3|117626.2|849594.2|5000005118507302|1|21.9||||Inner Hebrides|IV55|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288771|Church|06340459|143844|873992|1||0001000038763087|8|143851.8|874005.3|4000000003441714|9|15.4||||Inner Hebrides|IV51|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289432|Church|06340459|256093|669656|1||0001000040363886|2|256155.4|669652.5|4000000005383241|2|62.5||||Strathclyde|G20|N|Glasgow City||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288798|Church|06340459|182085|885504|1||0001000038773581|4|182084.2|885512.9|4000000003452553|1|9||||Highland|IV22|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
16887726|Purelands Retreat Centre|06340459|324466|599388|1||0001000031696920|7|324485.8|599343.8|4000000007128907|7|48.4||||Dumfries and Galloway|DG13|N|Dumfries and Galloway||||Religion|Not Known|Ordnance Survey|2015-12-01
