ref_no|name|pointx_class|feature_easting|feature_northing|pos_accuracy|uprn|topo_toid|topo_toid_version|itn_easting|itn_northing|itn_toid|itn_toid_version|distance|address_detail|street_name|locality|geographic_county|postcode|verified_address|admin_boundary|telephone_number|url|brand|qualifier_type|qualifier_data|provenance|supply_date
20289124|Church|06340459|403739|847255|1|151088155|0001000039236401|3|403718.2|847260.5|4000000004192344|7|21.5||||Grampian|AB42|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289772|St Martin's and St Ninian's Church|06340459|244548|540120|1|137045995|0001000031456373|5|244525.2|540131.4|4000000006881172|6|25.5||||Dumfries and Galloway|DG8|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17131939|Coylton Parish Church|06340459|242212|619866|1|141047954|0001000040056845|5|242227.4|619823.5|4000000005070294|10|45.2||||Strathclyde|KA6|N|South Ayrshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17132468|Drymen Parish Church|06340459|247387|688076|1|122044356|0001000040146959|6|247362|688077.4|4000000005190698|9|25||||Central|G63|N|Stirling||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17139662|St Mungo's Parish Church|06340459|314338|577076|1|137064613|0001000031649078|4|314381.5|577083.2|4000000007187264|2|44.1||||Dumfries and Galloway|DG11|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17134020|Dundyvan Parish Church|06340459|272846|664594|1|118172980|0001000040952868|4|272863.5|664571.3|4000000005173913|8|28.6||||Strathclyde|ML5|N|North Lanarkshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17130857|Kilmichael Glassary Parish Church|06340459|185915|693515|1|125050865|0001000039767163|5|185879.4|693523.8|4000000004871236|9|36.7||||Strathclyde|PA31|N|Argyll and Bute||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17127576|Echt Parish Church|06340459|373913|805665|1|151108918|0001000039039609|3|373885.3|805657.3|4000000003775304|5|28.7||||Grampian|AB32|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17129898|Elie Parish Church|06340459|349160|700108|1|320176131|0001000039625677|5|349182.5|700128.9|4000000004583243|2|30.7||||Fife|KY9|N|Fife||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17124853|West Sandwick Mission Church|06340459|444994|1187969|1|30100004146|0001000038644099|11|444986|1187953|4000000003220978|7|17.9||||Shetland|ZE2|N|Shetland Islands||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289711|Church|06340459|369232|661845|1|116077804|0001000036821832|3|369117|661812.6|4000000006291104|10|119.5||||Scottish Borders|TD11|N|Scottish Borders||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17127251|Strathdon Parish Church|06340459|335521|812759|1|151120241|0001000038960280|4|335550.6|812769.3|4000000003777068|12|31.4||||Grampian|AB36|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17133890|Dalserf Parish Church|06340459|279981|650712|1|484139542|0001000040825075|6|279990.2|650721.6|4000000005354565|2|13.3||||Strathclyde|ML9|N|South Lanarkshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20189193|Place of Worship|06340459|311546|968520|1|130138209|0001000038723440|2|311536.1|968527.6|4000000003378393|6|12.5||||Highland|KW14|N|Highland||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
20257617|Place of Worship|06340459|176762|782400|1|130149520|0001000039268480|3|176766.4|782395.1|4000000004230054|3|6.6||||Highland|PH38|N|Highland||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
20289290|Church|06340459|371509|759792|1|117108230|0001000039719651|6|371534.6|759806.6|4000000004503943|7|29.5||||Tayside|DD10|N|Angus||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17125908|St Peter's Church|06340459|347063|990841|1|134010502|0001000038748839|5|346993.4|990868.3|4000000003382723|1|74.8||||Orkney|KW17|N|Orkney Islands||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17130479|The Church of Jesus Christ of Latter-day Saints|06340459|371488|759830|1|117098081|1000002489504056|4|371513.1|759844.3|4000000004503943|7|28.9||||Tayside|DD10|N|Angus||lds.org.uk|The Church of Jesus Christ of Latter-day Saints|Religion|Mormonism (Christian)|Ordnance Survey|2015-12-01
17126411|Dunlichity Church|06340459|265977|832971|1|130149181|0001000038817008|3|265990|832946.7|4000000003509341|9|27.6||||Highland|IV2|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17130751|Gigha Parish Church|06340459|164780|648949|1|125052861|0001000039756038|4|164806.8|648899.8|4000000004878295|1|56||||Inner Hebrides|PA41|N|Argyll and Bute||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17126589|Dalarossie Church|06340459|276705|824196|1|130149165|0001000038863595|5|276709.2|824216.4|4000000003515479|6|20.8||||Highland|IV13|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17130856|Kilmartin Parish Church|06340459|183459|698851|1|125050734|0001000039765670|7|183490.1|698871.6|5000005130432389|1|37.3||||Strathclyde|PA31|N|Argyll and Bute||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17130953|Cumlodden Parish Church|06340459|201494|699644|1|125068691|0001000039774664|5|201502.2|699627.6|4000000005065600|8|18.3||||Strathclyde|PA32|N|Argyll and Bute||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17131004|Holy Trinity Church|06340459|216524|676461|1|125031757|0001000039787195|5|216514.5|676490.8|4000000005274211|8|31.3||||Strathclyde|PA23|N|Argyll and Bute||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17124643|Dunrossness Baptist Church|06340459|438739|1114938|1|30100005466|0001000038637791|5|438722|1114961.1|4000000003218795|5|28.6||||Shetland|ZE2|N|Shetland Islands||||Religion|Baptist (Christian)|Ordnance Survey|2015-12-01
17129397|Kinloch Church|06340459|314953|744832|1|124073100|0001000039397814|6|314931.5|744818.6|4000000004579989|1|25.3||||Tayside|PH10|N|Perth and Kinross||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17129770|Lochee Old St Luke's Church|06340459|337906|731692|1|9059046874|0001000039504940|5|337882.2|731690.2|4000000004483180|9|23.9||||Tayside|DD2|N|Dundee City||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17129839|Parish Church of St Mary|06340459|334224|738139|1|117099236|0001000039477131|4|334224|738173|4000000004491659|7|34||||Tayside|DD3|N|Angus||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17127813|Fintray Parish Church|06340459|384045|816643|1|151124841|0001000039080006|6|384085.4|816639|4000000003862518|2|40.6||||Grampian|AB21|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17138656|Isle of Whithorn Church|06340459|247842|536400|1|137052235|0001000031457780|3|247857.4|536410.2|4000000006881133|6|18.4||||Dumfries and Galloway|DG8|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17139007|Kirkgunzeon Parish Church|06340459|286615|566781|1|137073136|0001000031488769|5|286569.7|566766.8|4000000006888959|7|47.5||||Dumfries and Galloway|DG2|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17134064|Clarkston Parish Church|06340459|278364|666112|1|118173009|0001000041072423|2|278346|666120.3|4000000005176270|5|19.8||||Strathclyde|ML6|N|North Lanarkshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17138494|New Luce Parish Church|06340459|217532|564504|1|137082078|0001000036938379|5|217508.4|564511.9|4000000006900186|9|24.9||||Dumfries and Galloway|DG8|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
18115528|Laminess Chapel|06340459|361979|1037317|1|134010806|0001000038680646|4|361959.2|1037330.4|4000000003269783|1|23.9||||Orkney|KW17|N|Orkney Islands||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
18658496|The Salvation Army|06340459|258146|667370|1|906700062478|5000005103742139|1|258163.6|667387.2|4000000005161250|6|24.6||||Strathclyde|G20|N|Glasgow City||www.salvationarmy.org.uk|The Salvation Army|Religion|Salvation Army (Christian)|Ordnance Survey|2015-12-01
17125705|St Andrew's Church|06340459|283775|900225|1|130149288|0001000038711825|4|283806.3|900230|4000000003342793|1|31.7||||Highland|KW10|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17127979|Monquhitter Parish Church|06340459|380245|850524|1|151102851|0001000039064357|6|380238|850545.5|4000000003772081|7|22.6||||Grampian|AB53|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17132282|St Ninian's Church|06340459|246404|664430|1|123039228|0001000040125197|4|246379.6|664455.9|4000000005134520|6|35.6||||Strathclyde|PA3|N|Renfrewshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17130522|Church of St Mary and St Peter|06340459|371732|757772|1|117098386|0001000039715881|8|371730.2|757803.5|4000000004503377|6|31.5||||Tayside|DD10|N|Angus||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17126331|Stratherrick Free Church of Scotland|06340459|256207|822537|1|130087919|0001000038802872|4|256219.8|822512.1|4000000003539147|4|28||||Highland|IV2|N|Highland||||Religion|Church of Scotland (Christian)|Ordnance Survey|2015-12-01
17129347|St Madoes Parish Church|06340459|319657|721212|1|124079263|0001000039411505|6|319646.7|721199.3|4000000004475496|7|16.3||||Tayside|PH2|N|Perth and Kinross||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17127371|St Finan's Church|06340459|357987|803852|1|151085368|0001000039000222|4|358036.5|803880.4|5000005113840779|1|57.1||||Grampian|AB31|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17129574|St Ninian's Church|06340459|324702|748326|1|124059836|0001000039428625|5|324713.1|748309.7|4000000004491237|7|19.7||||Tayside|PH11|N|Perth and Kinross||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17127808|Newmachar Church|06340459|388754|819440|1|151088198|0001000039099464|6|388773.5|819454.9|5000005130327525|1|24.5||||Grampian|AB21|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17138869|Twynholm Parish Church|06340459|266433|554215|1|137052203|0001000031464858|3|266426.3|554235.9|4000000006882467|9|21.9||||Dumfries and Galloway|DG6|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17136862|Kinglassie Parish Church|06340459|322777|698537|1|320179441|0001000036509544|3|322756.4|698535.4|4000000006341825|9|20.7||||Fife|KY5|N|Fife||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17139217|St Mary's Greyfriars' Church|06340459|297564|576286|1|137052638|0001000031523839|3|297577.1|576309.7|5000005104522452|1|27.1||||Dumfries and Galloway|DG1|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17132974|United Free Church|06340459|253689|665370|1|906700189453|0001000040257274|3|253711|665358.6|4000000005140687|5|24.8||||Strathclyde|G51|N|Glasgow City||||Religion|Other (Christian)|Ordnance Survey|2015-12-01
17137458|Old Parish Church|06340459|365100|620237|1|116067805|0001000036812978|3|365106.8|620263.4|4000000006338082|6|27.3||||Scottish Borders|TD8|N|Scottish Borders||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17133002|Rutherfurd Memorial Church|06340459|250179|666931|1|123083377|0001000040193049|2|250160.7|666944.2|4000000005144006|6|22.5||||Strathclyde|PA4|N|Renfrewshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17137812|Ladykirk Church|06340459|388880|647660|1|116050259|0001000036852066|3|388884.6|647633.4|4000000006349815|6|27||||Scottish Borders|TD15|N|Scottish Borders||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17133839|Hamilton North Church|06340459|271913|655772|1|484160452|0001000040926693|3|271922.4|655784.8|4000000005123820|6|15.9||||Strathclyde|ML3|N|South Lanarkshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20129636|Place of Worship|06340459|270079|644572|1|484157049|0001000040899591|7|270075.7|644563|4000000005118850|6|9.6||||Strathclyde|ML10|N|South Lanarkshire||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
18164319|Bethany Gospel Hall|06340459|211310|774526|1|130118709|0001000039288608|3|211269.1|774518.7|4000000004300328|7|41.6||||Highland|PH33|N|Highland||||Religion|Other (Christian)|Ordnance Survey|2015-12-01
18170255|Kingdom Hall|06340459|370701|759075|1|117082922|0001000039711381|7|370703.1|759042.4|4000000004538062|10|32.7||||Tayside|DD10|N|Angus||||Religion|Jehovah's Witnesses (Christian)|Ordnance Survey|2015-12-01
18390818|Gospel Hall|06340459|334946|664557|1|120032467|0001000036696157|3|334944.6|664542.4|4000000006257542|8|14.7||||Lothian|EH22|N|Midlothian||||Religion|Other (Christian)|Ordnance Survey|2015-12-01
20133509|St Mahew's R C Church (Kirkton Chapel)|06340459|234207|678638|1|125032110|0001000039964892|4|234190|678638|4000000005095352|8|17||||Strathclyde|G82|N|Argyll and Bute||||Religion|Roman Catholic (Christian)|Ordnance Survey|2015-12-01
20257605|Place of Worship|06340459|350840|867223|1|133056132|0001000038987358|3|350840.2|867213.1|4000000003805614|10|9.9||||Grampian|AB56|N|Moray||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
20289246|Church|06340459|341942|702620|1|320176306|0001000039553045|4|341951.5|702608.7|4000000004471815|9|14.8||||Fife|KY8|N|Fife||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289315|Church|06340459|208419|664842|1|125041788|0001000039779417|7|208428.6|664861.2|4000000005086686|9|21.5||||Strathclyde|PA20|N|Argyll and Bute||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288794|Church|06340459|189657|839507|1|130149418|0001000038776659|3|189664.7|839501.1|4000000003443310|6|9.7||||Highland|IV54|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288682|Church|06340459|142583|932995|1|139013719|0001000038692810|10|142577|933021.5|4000000003310355|1|27.1||||Outer Hebrides|HS1|N|Na h-Eileanan an Iar||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289414|Church|06340459|257081|620251|1|127046719|0001000040369206|5|257075.9|620273.3|4000000005101113|10|22.9||||Strathclyde|KA18|N|East Ayrshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289715|Church|06340459|377256|649198|1|116058844|0001000036835852|3|377278.1|649125.3|4000000006288226|7|76||||Scottish Borders|TD11|N|Scottish Borders||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289761|Church|06340459|200096|554300|1|137052221|0001000036922795|4|200082.5|554304.8|4000000006875615|6|14.3||||Dumfries and Galloway|DG9|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17126409|St Paul's Church|06340459|265014|827600|1|130149187|0001000038816989|3|265001.1|827610.4|4000000003558398|1|16.5||||Highland|IV2|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17127474|Cluny Parish Church|06340459|368495|812443|1|151120729|0001000039023032|5|368524.8|812441.5|4000000003787555|8|29.8||||Grampian|AB51|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17127880|Bourtie Parish Church|06340459|380453|824859|1|151119393|0001000039062674|4|380404|824893|4000000003831937|8|59.6||||Grampian|AB51|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
37197153|Free Church|06340459|193349|819074|1|130149147|0001000038777879|5|193336.6|819080.2|5000005110949999|1|13.9||Glenshiel|Kyle, Ross-Shire|Highland|IV40|N|Highland||||Religion|Other (Christian)|PointX|2015-12-01
37197234|Snizort Free Church of Scotland|06340459|140719|848990|1|130148867|0001000038762304|8|140698.1|848965.6|4000000003442117|8|32.1|||Skeabost Bridge, Isle of Skye|Inner Hebrides|IV51|N|Highland||||Religion|Church of Scotland (Christian)|PointX|2015-12-01
41251807|Avonbridge Church (Church of Scotland)|06340459|291043|672964|1|136035888|0001000036186014|5|291036.4|672956.5|4000000005332559|4|10|Falkirk Road|Avonbridge|Falkirk|Central|FK1|N|Falkirk||||Religion|Church of Scotland (Christian)|PointX|2015-12-01
41246835|Ashkirk Parish Church|06340459|346605.4|621989.6|1|116049357|0001000036744269|4|346566.1|621964|4000000006281786|9|46.9||Ashkirk|Selkirk|Scottish Borders|TD7|N|Scottish Borders||||Religion|Not Identified (Christian)|PointX|2015-12-01
41247012|Gate Church International Christian Fellowship|06340459|339366|729763|1|9059020569|0001000039534663|4|339366|729786|4000000004481786|5|23||Perth Road|Dundee|Tayside|DD1|N|Dundee City||||Religion|Other (Christian)|PointX|2015-12-01
41250568|Avonbridge Congregational Church|06340459|291105.1|672481.9|1|136035898|0001000036186240|5|291087|672483.3|4000000005179351|6|18.1|Main Street|Avonbridge|Falkirk|Central|FK1|N|Falkirk||||Religion|Other (Christian)|PointX|2015-12-01
41247295|Greyfriars John Knox Church (Church of Scotland)|06340459|394290.8|806424.3|1|9051081837|0001000039194943|4|394298.5|806417.9|4000000003802748|7|10||Queen Street|Aberdeen|Grampian|AB10|N|Aberdeen City||||Religion|Church of Scotland (Christian)|PointX|2015-12-01
41249943|Northfield United Free Church of Scotland|06340459|390498.6|808259.9|1|9051025074|0001000039126464|11|390490.8|808252.2|4000000003785403|7|11||Kettlehills Road|Aberdeen|Grampian|AB16|N|Aberdeen City||||Religion|Church of Scotland (Christian)|PointX|2015-12-01
76374436|St Ternan's Episcopal Church|06340459|389528|792750|1|151110610|0001000039744511|6|389514.4|792717.3|4000000004557160|4|35.4|||Muchalls, Stonehaven, Kincardineshire|Grampian|AB39|N|Aberdeenshire||||Religion|Scottish Episcopal (Christian)|PointX|2015-12-01
76374377|Place of Worship|06340459|297622|576527|1|137108837|0001000031523194|2|297627|576489|4000000006892807|9|38.3|Station Road||Dumfries|Dumfries and Galloway|DG1|N|Dumfries and Galloway||||Religion|Not Identified Generic Term|PointX|2015-12-01
20136060|Ebenezer|06340459|225617|616224|1|141063546|0001000039835188|4|225571.1|616218.3|4000000005067882|8|46.2||||Strathclyde|KA7|N|South Ayrshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289465|Church|06340459|268541|648543|1|484144230|0001000040605106|3|268533.7|648556.7|4000000005111375|5|15.5||||Strathclyde|ML10|N|South Lanarkshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289635|Church|06340459|324395|647217|1|116014890|0001000036533612|4|324379.8|647237.9|4000000006230838|6|25.8||||Scottish Borders|EH45|N|Scottish Borders||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289240|Church|06340459|333325|744966|1|117077361|0001000039471172|4|333315.4|744986.8|4000000004491836|8|22.9||||Tayside|DD8|N|Angus||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289527|Church|06340459|275058|673154|1|118026042|0001000041014142|3|275046.5|673179.3|4000000005180994|7|27.8||||Strathclyde|G67|N|North Lanarkshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288806|Church|06340459|212817|894152|1|130088600|0001000038779983|4|212810.3|894181.7|4000000003551214|4|30.5||||Highland|IV26|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288817|Church|06340459|251020|845150|1|130087928|0001000038791408|3|251006.8|845161.7|4000000003515663|5|17.6||||Highland|IV4|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288652|Church|06340459|468020|1171631|1|30100004803|0001000038653973|3|468034.2|1171632.6|4000000003220103|8|14.3||||Shetland|ZE2|N|Shetland Islands||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289131|Church|06340459|138289|721823|1|125068164|0001000039260625|4|138277.5|721834.5|4000000004228591|5|16.3||||Inner Hebrides|PA67|N|Argyll and Bute||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289449|Church|06340459|254708|669118|1|906700098093|0001000040292725|4|254719.5|669111.9|5000005155355703|1|13||||Strathclyde|G13|N|Glasgow City||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17125520|Uigen Church|06340459|108699|934797|1|139014292|0001000038684693|4|108685.9|934808.7|4000000003305350|7|17.5||||Outer Hebrides|HS2|N|Na h-Eileanan an Iar||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17138445|Kirkmaiden Old Church|06340459|212456|536927|1|137088083|0001000036936231|4|212409.6|536957.6|4000000006875398|8|55.6||||Dumfries and Galloway|DG9|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17138805|Carsphairn Parish Church|06340459|256259|593167|1|137081780|0001000031459813|3|256265.7|593196.3|4000000006890003|7|30.1||||Dumfries and Galloway|DG7|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17126175|Plockton Church|06340459|180283|833300|1|130149211|0001000038772205|4|180288.5|833286.7|4000000003444952|7|14.4||||Highland|IV52|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17126348|Killearnan Parish Church|06340459|257664|849493|1|130087528|0001000038803740|3|257660.4|849507|4000000003510599|6|14.5||||Highland|IV6|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17136713|Erskine U F Church|06340459|323820|686279|1|320179654|0001000036530123|3|323805.6|686271|4000000006274962|5|16.5||||Fife|KY3|N|Fife||||Religion|Other (Christian)|Ordnance Survey|2015-12-01
18215513|Kingdom Hall|06340459|255938|660718|1|906700235241|0001000040315402|5|255934.1|660740.9|4000000005137900|5|23.3||||Strathclyde|G43|N|Glasgow City||||Religion|Jehovah's Witnesses (Christian)|Ordnance Survey|2015-12-01
20129635|Place of Worship|06340459|279118|643164|1|484144743|0001000040823623|5|279124.2|643132|4000000005119653|9|32.6||||Strathclyde|ML11|N|South Lanarkshire||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
17128972|Lawers Church|06340459|267741|739399|1|124073700|0001000039304520|4|267710.2|739406.1|4000000004294397|5|31.6||||Tayside|PH15|N|Perth and Kinross||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17138725|Kirkmabreck Parish Church|06340459|247610|558497|1|137083576|0001000031458787|5|247581|558497.3|4000000006886371|9|29||||Dumfries and Galloway|DG8|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289305|Church|06340459|179646|692390|1|125068450|0001000039764728|8|179661.1|692381.1|4000000004871210|7|17.6||||Strathclyde|PA31|N|Argyll and Bute||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289644|Church|06340459|323476|660314|1|120001401|0001000036512926|4|323448.6|660304.6|4000000006246581|6|29||||Lothian|EH26|N|Midlothian||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17176280|Tough Church|06340459|361499|812986|1|151111686|0001000039009018|3|361491.6|812998.4|4000000003863434|1|14.5||||Grampian|AB33|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288775|Church|06340459|152225|814285|1|130132175|0001000038766087|3|152230.4|814268.8|5000005112249193|1|17.1||||Inner Hebrides|IV49|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17126721|St Finnbarr's Episcopal Church|06340459|279918|889757|1|130117048|0001000038871934|3|279929.9|889743.1|4000000003526442|6|18.3||||Highland|IV25|N|Highland||||Religion|Scottish Episcopal (Christian)|Ordnance Survey|2015-12-01
17136225|St Columba's Church|06340459|318634|685151|1|320189403|0001000036446894|4|318631.2|685166.3|4000000006246304|7|15.6||||Fife|KY3|N|Fife||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17134557|Calderhead Parish Church|06340459|285072|657838|1|118182520|0001000036107828|5|285087|657824|4000000005131286|6|20.5||||Strathclyde|ML7|N|North Lanarkshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288886|Church|06340459|323493|870681|1|133001345|0001000038943258|3|323511.7|870692.6|4000000003782774|9|22||||Grampian|IV31|N|Moray||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17140285|Half Morton Parish Church|06340459|332018|574458|1|137070562|0001000031706253|5|332079|574438|4000000007161183|6|64.2||||Dumfries and Galloway|DG14|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
37197152|Free Church|06340459|280269|828956|1|130131037|0001000038872693|3|280255.1|828955.9|4000000003515495|8|13.9||Tomatin|Inverness|Highland|IV13|N|Highland||||Religion|Other (Christian)|PointX|2015-12-01
41248203|United Pentecostal Church|06340459|288766.3|681113.1|1|136022196|0001000036154041|4|288763|681131.7|4000000005188834|6|18.9||Canal Street|Falkirk|Central|FK2|N|Falkirk||||Religion|Other (Christian)|PointX|2015-12-01
41246606|Buckhaven Baptist Church|06340459|336015.1|698270.3|1|320178800|0001000036714928|3|336039.2|698249.8|4000000006279542|6|31.6|College Street|Buckhaven|Leven|Fife|KY8|N|Fife||||Religion|Baptist (Christian)|PointX|2015-12-01
41248444|The Rock Elim Church|06340459|324094|673331|1|906117773|0001000036548014|4|324073.9|673316.3|4000000006263772|7|24.9|Grosvenor Hotel|Grosvenor Street|Edinburgh|Lothian|EH12|N|City of Edinburgh||||Religion|Elim Pentecostal Church (Christian)|PointX|2015-12-01
41252520|Broxburn Baptist Church|06340459|306686|672110|1|200004084456|0001000036330368|3|306744.7|672119.1|4000000006236888|5|59.4||Freeland Avenue|Broxburn|Lothian|EH52|N|West Lothian||||Religion|Baptist (Christian)|PointX|2015-12-01
41250349|Free Church|06340459|248318|858307|1|130137152|0001000038787586|3|248306.3|858320.4|4000000003521049|7|17.8|||Strathpeffer|Highland|IV14|N|Highland||||Religion|Other (Christian)|PointX|2015-12-01
41246973|Williamson Memorial Unitarian Christian Church|06340459|340084.2|730691.2|1|9059012969|0001000039546754|6|340080.6|730721.8|4000000004486060|5|30.8||Dudhope Street|Dundee|Tayside|DD1|N|Dundee City||||Religion|Unitarianism (Christian)|PointX|2015-12-01
41250793|Metropolitan Methodist Church|06340459|250862|667386|1|123083999|0001000040196254|3|250839.7|667401.4|4000000005375786|2|27.1||Queen Street|Renfrew|Strathclyde|PA4|N|Renfrewshire||||Religion|Methodism (Christian)|PointX|2015-12-01
41251209|Grangemouth Evangelical Church|06340459|292574.1|681039.2|1|136045963|0001000036203483|4|292591|681012.8|4000000005189984|5|31.4||Hawthorn Street|Grangemouth|Central|FK3|N|Falkirk||||Religion|Evangelical (Christian)|PointX|2015-12-01
41249517|Barvas Church|06340459|135936|949423|1|139014281|0001000038689594|6|135926.8|949411.7|4000000003305993|4|14.6||Lower Barvas|Isle of Lewis|Outer Hebrides|HS2|N|Na h-Eileanan an Iar||||Religion|Not Identified (Christian)|PointX|2015-12-01
41246537|Kilnside Evangelical Church|06340459|248998.4|664049.7|1|123057030|0001000042894033|10|248984.8|664047.9|4000000005135540|8|13.7||Kilnside Road|Paisley|Strathclyde|PA1|N|Renfrewshire||||Religion|Evangelical (Christian)|PointX|2015-12-01
41249905|Camelon Parish Church|06340459|287307.4|680406.1|1|136071215|0001000036134052|2|287336.8|680403.3|4000000005186370|6|29.5|Dorrator Road|Camelon|Falkirk|Central|FK1|N|Falkirk||||Religion|Not Identified (Christian)|PointX|2015-12-01
